"COUNTRY","YEAR","DISEASE","SHARE"
"Afghanistan","1997","Distúrbios Alimentares","0.0883722221094"
"Afghanistan","1997","Depressão","4.1108336772200005"
"Afghanistan","1997","Esquizofrenia","0.16055394674200002"
"Afghanistan","1997","Transtorno Bipolar","0.6991266548030001"
"Afghanistan","1998","Distúrbios Alimentares","0.0873300106476"
"Afghanistan","1998","Esquizofrenia","0.160930711846"
"Afghanistan","1998","Ansiedade","4.8269712485"
"Afghanistan","1998","Depressão","4.114437791009999"
"Afghanistan","1998","Transtorno Bipolar","0.699371875194"
"Afghanistan","1999","Ansiedade","4.8264128001"
"Afghanistan","1999","Depressão","4.11763349824"
"Afghanistan","1999","Esquizofrenia","0.161310884754"
"Afghanistan","1999","Transtorno Bipolar","0.699674198516"
"Afghanistan","1999","Distúrbios Alimentares","0.08626679950350001"
"Afghanistan","2000","Ansiedade","4.82704657505"
"Afghanistan","2000","Distúrbios Alimentares","0.0860206198207"
"Afghanistan","2000","Esquizofrenia","0.16162122443000002"
"Afghanistan","2000","Depressão","4.1186103435899994"
"Afghanistan","2000","Transtorno Bipolar","0.700015096921"
"Afghanistan","2001","Ansiedade","4.83140882927"
"Afghanistan","2001","Depressão","4.1213810747"
"Afghanistan","2001","Esquizofrenia","0.161957170769"
"Afghanistan","2001","Transtorno Bipolar","0.7004994798540001"
"Afghanistan","2001","Distúrbios Alimentares","0.086517457129"
"Afghanistan","2002","Transtorno Bipolar","0.7011412085059999"
"Afghanistan","2002","Ansiedade","4.83831781133"
"Afghanistan","2002","Esquizofrenia","0.162414145895"
"Afghanistan","2002","Depressão","4.12492821619"
"Afghanistan","2002","Distúrbios Alimentares","0.0870227203973"
"Afghanistan","2003","Ansiedade","4.84553823082"
"Afghanistan","2003","Depressão","4.12523049204"
"Afghanistan","2003","Esquizofrenia","0.162915640474"
"Afghanistan","2003","Transtorno Bipolar","0.701860412735"
"Afghanistan","2003","Distúrbios Alimentares","0.0871889109837"
"Afghanistan","2004","Ansiedade","4.8515123905"
"Afghanistan","2004","Depressão","4.12638387348"
"Afghanistan","2004","Distúrbios Alimentares","0.0881575409506"
"Afghanistan","2004","Transtorno Bipolar","0.702556302696"
"Afghanistan","2004","Esquizofrenia","0.163377393677"
"Afghanistan","2005","Esquizofrenia","0.163706037839"
"Afghanistan","2005","Distúrbios Alimentares","0.088933235928"
"Afghanistan","2005","Ansiedade","4.85468446119"
"Afghanistan","2005","Transtorno Bipolar","0.703078387651"
"Afghanistan","2005","Depressão","4.12690776347"
"Afghanistan","2006","Transtorno Bipolar","0.703516640989"
"Afghanistan","2006","Distúrbios Alimentares","0.0900543399397"
"Afghanistan","2006","Esquizofrenia","0.163976911765"
"Afghanistan","2006","Depressão","4.128638371969999"
"Afghanistan","2006","Ansiedade","4.85668463045"
"Afghanistan","2007","Ansiedade","4.858860694670001"
"Afghanistan","2007","Transtorno Bipolar","0.703997852257"
"Afghanistan","2007","Esquizofrenia","0.164302469267"
"Afghanistan","2007","Distúrbios Alimentares","0.0916877012669"
"Afghanistan","2007","Depressão","4.12972758067"
"Afghanistan","2008","Ansiedade","4.8604370363"
"Afghanistan","2008","Depressão","4.12965570782"
"Afghanistan","2008","Transtorno Bipolar","0.704480293361"
"Afghanistan","2008","Distúrbios Alimentares","0.093588805925"
"Afghanistan","2008","Esquizofrenia","0.16463879415500002"
"Afghanistan","2009","Depressão","4.1299718921599995"
"Afghanistan","2009","Distúrbios Alimentares","0.0951661615564"
"Afghanistan","2009","Esquizofrenia","0.16493166837"
"Afghanistan","2009","Transtorno Bipolar","0.704924652341"
"Afghanistan","2009","Ansiedade","4.86153329483"
"Afghanistan","2010","Distúrbios Alimentares","0.0973271994381"
"Afghanistan","2010","Esquizofrenia","0.165130258824"
"Afghanistan","2010","Transtorno Bipolar","0.705313111625"
"Afghanistan","2010","Depressão","4.13087388504"
"Afghanistan","2010","Ansiedade","4.8627769096"
"Afghanistan","2011","Depressão","4.1308621916099995"
"Afghanistan","2011","Ansiedade","4.8647734172"
"Afghanistan","2011","Transtorno Bipolar","0.705688468676"
"Afghanistan","2011","Esquizofrenia","0.165271893873"
"Afghanistan","2011","Distúrbios Alimentares","0.0986381146875"
"Afghanistan","2012","Ansiedade","4.86728257795"
"Afghanistan","2012","Esquizofrenia","0.165423786696"
"Afghanistan","2012","Distúrbios Alimentares","0.0998907504452"
"Afghanistan","2012","Transtorno Bipolar","0.706086206238"
"Afghanistan","2012","Depressão","4.13248478823"
"Afghanistan","2013","Distúrbios Alimentares","0.101290989889"
"Afghanistan","2013","Depressão","4.13466069347"
"Afghanistan","2013","Ansiedade","4.86970128087"
"Afghanistan","2013","Transtorno Bipolar","0.7064711557159999"
"Afghanistan","2013","Esquizofrenia","0.165579371625"
"Afghanistan","2014","Ansiedade","4.8722563889299995"
"Afghanistan","2014","Transtorno Bipolar","0.706875850962"
"Afghanistan","2014","Depressão","4.13352565882"
"Afghanistan","2014","Esquizofrenia","0.165741956749"
"Afghanistan","2014","Distúrbios Alimentares","0.10313657874200001"
"Afghanistan","2015","Esquizofrenia","0.165895095314"
"Afghanistan","2015","Transtorno Bipolar","0.707275180371"
"Afghanistan","2015","Distúrbios Alimentares","0.104445057278"
"Afghanistan","2015","Ansiedade","4.87520080402"
"Afghanistan","2015","Depressão","4.13541925043"
"Afghanistan","2016","Esquizofrenia","0.166035374114"
"Afghanistan","2016","Transtorno Bipolar","0.707685928364"
"Afghanistan","2016","Ansiedade","4.878875041140001"
"Afghanistan","2016","Depressão","4.13569434555"
"Afghanistan","2016","Distúrbios Alimentares","0.105807560202"
"Afghanistan","2017","Ansiedade","4.88248127473"
"Afghanistan","2017","Distúrbios Alimentares","0.10714226555800001"
"Afghanistan","2017","Esquizofrenia","0.166157851965"
"Afghanistan","2017","Depressão","4.13634710028"
"Afghanistan","2017","Transtorno Bipolar","0.7080888734349999"
"Albania","1990","Distúrbios Alimentares","0.13078212845599999"
"Albania","1990","Depressão","2.13990307021"
"Albania","1990","Ansiedade","3.32758663553"
"Albania","1990","Transtorno Bipolar","0.695013340334"
"Albania","1990","Esquizofrenia","0.193412786713"
"Albania","1991","Depressão","2.1412012317"
"Albania","1991","Esquizofrenia","0.19339315046"
"Albania","1991","Distúrbios Alimentares","0.129101965434"
"Albania","1991","Ansiedade","3.33034803136"
"Albania","1991","Transtorno Bipolar","0.695293982765"
"Albania","1992","Ansiedade","3.3334378866199996"
"Albania","1992","Depressão","2.1433953411299997"
"Albania","1992","Esquizofrenia","0.193404606639"
"Albania","1992","Distúrbios Alimentares","0.127063201859"
"Albania","1992","Transtorno Bipolar","0.69560260554"
"Albania","1993","Transtorno Bipolar","0.69592244794"
"Albania","1993","Distúrbios Alimentares","0.126019164587"
"Albania","1993","Depressão","2.14526286182"
"Albania","1993","Ansiedade","3.3366883521900004"
"Albania","1993","Esquizofrenia","0.19343830238499998"
"Albania","1994","Depressão","2.15006991895"
"Albania","1994","Esquizofrenia","0.193491376747"
"Albania","1994","Ansiedade","3.3400888541100002"
"Albania","1994","Distúrbios Alimentares","0.12540190512000002"
"Albania","1994","Transtorno Bipolar","0.696255109097"
"Albania","1995","Depressão","2.1544129244900003"
"Albania","1995","Ansiedade","3.3435879594299998"
"Albania","1995","Transtorno Bipolar","0.6965928261159999"
"Albania","1995","Distúrbios Alimentares","0.12531980499300002"
"Albania","1995","Esquizofrenia","0.193559055566"
"Albania","1996","Esquizofrenia","0.193674916656"
"Albania","1996","Depressão","2.16131958778"
"Albania","1996","Transtorno Bipolar","0.696924920231"
"Albania","1996","Distúrbios Alimentares","0.126147689868"
"Albania","1996","Ansiedade","3.34690741333"
"Albania","1997","Distúrbios Alimentares","0.127300873263"
"Albania","1997","Depressão","2.1702181409300003"
"Albania","1997","Transtorno Bipolar","0.697280986271"
"Albania","1997","Esquizofrenia","0.193864697802"
"Albania","1997","Ansiedade","3.3501609651999997"
"Albania","1998","Distúrbios Alimentares","0.12883854605700001"
"Albania","1998","Ansiedade","3.35324219304"
"Albania","1998","Depressão","2.1795296352999998"
"Albania","1998","Esquizofrenia","0.194094008145"
"Albania","1998","Transtorno Bipolar","0.6976001022580001"
"Albania","1999","Distúrbios Alimentares","0.130729176166"
"Albania","1999","Esquizofrenia","0.194328312971"
"Albania","1999","Ansiedade","3.35637998739"
"Albania","1999","Depressão","2.1888022343599998"
"Albania","1999","Transtorno Bipolar","0.697972358593"
"Albania","2000","Distúrbios Alimentares","0.132704172362"
"Albania","2000","Ansiedade","3.3602668242"
"Albania","2000","Transtorno Bipolar","0.6984372193139999"
"Albania","2000","Depressão","2.1952846132399997"
"Albania","2000","Esquizofrenia","0.19454077972699998"
"Albania","2001","Ansiedade","3.36482370639"
"Albania","2001","Depressão","2.20197881604"
"Albania","2001","Distúrbios Alimentares","0.134932482055"
"Albania","2001","Esquizofrenia","0.194812083139"
"Albania","2001","Transtorno Bipolar","0.698911545398"
"Albania","2002","Depressão","2.2089212532199998"
"Albania","2002","Transtorno Bipolar","0.699500622994"
"Albania","2002","Ansiedade","3.3707799591"
"Albania","2002","Esquizofrenia","0.195214412203"
"Albania","2002","Distúrbios Alimentares","0.13754096838799998"
"Albania","2003","Esquizofrenia","0.195677318165"
"Albania","2003","Distúrbios Alimentares","0.140334793048"
"Albania","2003","Ansiedade","3.3769520857"
"Albania","2003","Depressão","2.21628328617"
"Albania","2003","Transtorno Bipolar","0.700113754727"
"Albania","2004","Depressão","2.2221159780699997"
"Albania","2004","Ansiedade","3.38219923062"
"Albania","2004","Distúrbios Alimentares","0.14304703461"
"Albania","2004","Transtorno Bipolar","0.7006828227849999"
"Albania","2004","Esquizofrenia","0.19613939274199998"
"Albania","2005","Transtorno Bipolar","0.701135976354"
"Albania","2005","Distúrbios Alimentares","0.14573750042199998"
"Albania","2005","Esquizofrenia","0.196538303184"
"Albania","2005","Ansiedade","3.3854164719599997"
"Albania","2005","Depressão","2.22340705325"
"Albania","2006","Esquizofrenia","0.197003850881"
"Albania","2006","Depressão","2.2224168364900003"
"Albania","2006","Transtorno Bipolar","0.701533102125"
"Albania","2006","Distúrbios Alimentares","0.14856052848600002"
"Albania","2006","Ansiedade","3.3872104899"
"Albania","2007","Depressão","2.2172033685"
"Albania","2007","Esquizofrenia","0.197636489894"
"Albania","2007","Distúrbios Alimentares","0.15169971417300002"
"Albania","2007","Transtorno Bipolar","0.701983219615"
"Albania","2007","Ansiedade","3.3889136607399997"
"Albania","2008","Ansiedade","3.39016813364"
"Albania","2008","Depressão","2.21064229839"
"Albania","2008","Transtorno Bipolar","0.702399738231"
"Albania","2008","Distúrbios Alimentares","0.154944758228"
"Albania","2008","Esquizofrenia","0.19830600056900002"
"Albania","2009","Ansiedade","3.39101769294"
"Albania","2009","Depressão","2.20603269216"
"Albania","2009","Transtorno Bipolar","0.702783255592"
"Albania","2009","Esquizofrenia","0.198904941915"
"Albania","2009","Distúrbios Alimentares","0.15773809425500002"
"Albania","2010","Distúrbios Alimentares","0.16033692756"
"Albania","2010","Transtorno Bipolar","0.703063617147"
"Albania","2010","Ansiedade","3.39124641395"
"Albania","2010","Esquizofrenia","0.199308278077"
"Albania","2010","Depressão","2.20334230288"
"Albania","2011","Distúrbios Alimentares","0.16241964334599998"
"Albania","2011","Depressão","2.202290732"
"Albania","2011","Ansiedade","3.39118107539"
"Albania","2011","Esquizofrenia","0.199587904068"
"Albania","2011","Transtorno Bipolar","0.703313274411"
"Albania","2012","Transtorno Bipolar","0.70353947441"
"Albania","2012","Depressão","2.20219180717"
"Albania","2012","Esquizofrenia","0.19986310231"
"Albania","2012","Ansiedade","3.3908067179200003"
"Albania","2012","Distúrbios Alimentares","0.165446092579"
"Albania","2013","Depressão","2.20309814698"
"Albania","2013","Esquizofrenia","0.200133922756"
"Albania","2013","Distúrbios Alimentares","0.167105078831"
"Albania","2013","Transtorno Bipolar","0.7037597469429999"
"Albania","2013","Ansiedade","3.3901954593899997"
"Albania","2014","Distúrbios Alimentares","0.169409510347"
"Albania","2014","Esquizofrenia","0.200391788811"
"Albania","2014","Transtorno Bipolar","0.703970319194"
"Albania","2014","Depressão","2.2036837663299997"
"Albania","2014","Ansiedade","3.3893192854199996"
"Albania","2015","Transtorno Bipolar","0.704160792151"
"Albania","2015","Esquizofrenia","0.200629841943"
"Albania","2015","Depressão","2.2044542039"
"Albania","2015","Distúrbios Alimentares","0.171094896746"
"Albania","2015","Ansiedade","3.38821238498"
"Albania","2016","Depressão","2.20650676665"
"Albania","2016","Esquizofrenia","0.200844850056"
"Albania","2016","Ansiedade","3.38689141839"
"Albania","2016","Distúrbios Alimentares","0.172626586124"
"Albania","2016","Transtorno Bipolar","0.704335235226"
"Albania","2017","Esquizofrenia","0.20102547897300002"
"Albania","2017","Depressão","2.20841419824"
"Albania","2017","Ansiedade","3.38524453734"
"Albania","2017","Transtorno Bipolar","0.704479655103"
"Albania","2017","Distúrbios Alimentares","0.174046095006"
"Algeria","1990","Transtorno Bipolar","0.802893378428"
"Algeria","1990","Esquizofrenia","0.193581785211"
"Algeria","1990","Distúrbios Alimentares","0.18902407747400002"
"Algeria","1990","Depressão","3.73259668773"
"Algeria","1990","Ansiedade","4.97655257867"
"Algeria","1991","Depressão","3.71797912104"
"Algeria","1991","Esquizofrenia","0.193206956402"
"Algeria","1991","Ansiedade","4.97725978914"
"Algeria","1991","Distúrbios Alimentares","0.186989570782"
"Algeria","1991","Transtorno Bipolar","0.802986333247"
"Algeria","1992","Ansiedade","4.9780744258"
"Algeria","1992","Esquizofrenia","0.192891478725"
"Algeria","1992","Depressão","3.70670565584"
"Algeria","1992","Distúrbios Alimentares","0.185063764271"
"Algeria","1992","Transtorno Bipolar","0.803125578327"
"Algeria","1993","Esquizofrenia","0.192646709235"
"Algeria","1993","Transtorno Bipolar","0.8032867742619999"
"Algeria","1993","Depressão","3.69465171374"
"Algeria","1993","Ansiedade","4.97889443732"
"Algeria","1993","Distúrbios Alimentares","0.18379336298100002"
"Algeria","1994","Depressão","3.68527818842"
"Algeria","1994","Transtorno Bipolar","0.803494012798"
"Algeria","1994","Distúrbios Alimentares","0.18251847218199999"
"Algeria","1994","Esquizofrenia","0.192496528264"
"Algeria","1994","Ansiedade","4.97973094535"
"Algeria","1995","Transtorno Bipolar","0.803751798095"
"Algeria","1995","Esquizofrenia","0.19245790768499998"
"Algeria","1995","Ansiedade","4.98072868576"
"Algeria","1995","Depressão","3.6792529125"
"Algeria","1995","Distúrbios Alimentares","0.182169287968"
"Algeria","1996","Esquizofrenia","0.192505345501"
"Algeria","1996","Distúrbios Alimentares","0.182297911047"
"Algeria","1996","Transtorno Bipolar","0.80404003603"
"Algeria","1996","Ansiedade","4.9807812467299994"
"Algeria","1996","Depressão","3.6744713090500003"
"Algeria","1997","Ansiedade","4.97961185748"
"Algeria","1997","Distúrbios Alimentares","0.182681095862"
"Algeria","1997","Depressão","3.66957016901"
"Algeria","1997","Transtorno Bipolar","0.804380706115"
"Algeria","1997","Esquizofrenia","0.192603553773"
"Algeria","1998","Esquizofrenia","0.192736926328"
"Algeria","1998","Ansiedade","4.97809384632"
"Algeria","1998","Depressão","3.6660109758700004"
"Algeria","1998","Transtorno Bipolar","0.804755737095"
"Algeria","1998","Distúrbios Alimentares","0.183206529055"
"Algeria","1999","Depressão","3.66170030386"
"Algeria","1999","Esquizofrenia","0.192906542817"
"Algeria","1999","Distúrbios Alimentares","0.183524151672"
"Algeria","1999","Transtorno Bipolar","0.8052052707699999"
"Algeria","1999","Ansiedade","4.97724239342"
"Algeria","2000","Depressão","3.65960308541"
"Algeria","2000","Ansiedade","4.97801635322"
"Algeria","2000","Distúrbios Alimentares","0.184042125743"
"Algeria","2000","Transtorno Bipolar","0.805670758796"
"Algeria","2000","Esquizofrenia","0.19308429152099998"
"Algeria","2001","Ansiedade","4.98281185826"
"Algeria","2001","Esquizofrenia","0.19340305474299999"
"Algeria","2001","Depressão","3.65808771754"
"Algeria","2001","Distúrbios Alimentares","0.185197817638"
"Algeria","2001","Transtorno Bipolar","0.80641478473"
"Algeria","2002","Depressão","3.65901814531"
"Algeria","2002","Ansiedade","4.991301114470001"
"Algeria","2002","Distúrbios Alimentares","0.18740109385700002"
"Algeria","2002","Esquizofrenia","0.193913562051"
"Algeria","2002","Transtorno Bipolar","0.8074969069750001"
"Algeria","2003","Transtorno Bipolar","0.808792619111"
"Algeria","2003","Ansiedade","5.001816009380001"
"Algeria","2003","Esquizofrenia","0.194517123814"
"Algeria","2003","Distúrbios Alimentares","0.189418908618"
"Algeria","2003","Depressão","3.6592291448600003"
"Algeria","2004","Esquizofrenia","0.19509195251199998"
"Algeria","2004","Ansiedade","5.01185536929"
"Algeria","2004","Depressão","3.65914223809"
"Algeria","2004","Distúrbios Alimentares","0.191831098172"
"Algeria","2004","Transtorno Bipolar","0.810073278385"
"Algeria","2005","Depressão","3.6576585910299997"
"Algeria","2005","Ansiedade","5.0192823325400004"
"Algeria","2005","Distúrbios Alimentares","0.194148814317"
"Algeria","2005","Transtorno Bipolar","0.8111243934379999"
"Algeria","2005","Esquizofrenia","0.19551606797300003"
"Algeria","2006","Ansiedade","5.02417913703"
"Algeria","2006","Transtorno Bipolar","0.8119751563540001"
"Algeria","2006","Depressão","3.65092596318"
"Algeria","2006","Distúrbios Alimentares","0.196273134432"
"Algeria","2006","Esquizofrenia","0.195830458116"
"Algeria","2007","Ansiedade","5.0288141266299995"
"Algeria","2007","Distúrbios Alimentares","0.19816079105499998"
"Algeria","2007","Transtorno Bipolar","0.8128873763390001"
"Algeria","2007","Depressão","3.6396832139299997"
"Algeria","2007","Esquizofrenia","0.196170860967"
"Algeria","2008","Transtorno Bipolar","0.813799423918"
"Algeria","2008","Depressão","3.62568648047"
"Algeria","2008","Ansiedade","5.03320563648"
"Algeria","2008","Distúrbios Alimentares","0.200466794787"
"Algeria","2008","Esquizofrenia","0.196505311821"
"Algeria","2009","Distúrbios Alimentares","0.202695481236"
"Algeria","2009","Ansiedade","5.03706748151"
"Algeria","2009","Transtorno Bipolar","0.814616737441"
"Algeria","2009","Esquizofrenia","0.196794919885"
"Algeria","2009","Depressão","3.6167829083400003"
"Algeria","2010","Depressão","3.61314804814"
"Algeria","2010","Distúrbios Alimentares","0.204405621958"
"Algeria","2010","Esquizofrenia","0.19700357260100002"
"Algeria","2010","Transtorno Bipolar","0.8152653028739999"
"Algeria","2010","Ansiedade","5.04047924972"
"Algeria","2011","Distúrbios Alimentares","0.20621800844100002"
"Algeria","2011","Transtorno Bipolar","0.815808467668"
"Algeria","2011","Ansiedade","5.04382844129"
"Algeria","2011","Depressão","3.6151728484700003"
"Algeria","2011","Esquizofrenia","0.197160900248"
"Algeria","2012","Ansiedade","5.04726920178"
"Algeria","2012","Transtorno Bipolar","0.8163344622559999"
"Algeria","2012","Depressão","3.61660462437"
"Algeria","2012","Esquizofrenia","0.197312273953"
"Algeria","2012","Distúrbios Alimentares","0.20749841550200002"
"Algeria","2013","Ansiedade","5.05101913366"
"Algeria","2013","Transtorno Bipolar","0.816873571235"
"Algeria","2013","Depressão","3.6224672277399996"
"Algeria","2013","Distúrbios Alimentares","0.208892032258"
"Algeria","2013","Esquizofrenia","0.19746407696"
"Algeria","2014","Depressão","3.6294897231800003"
"Algeria","2014","Distúrbios Alimentares","0.20995971927499998"
"Algeria","2014","Transtorno Bipolar","0.8173800184810001"
"Algeria","2014","Esquizofrenia","0.19760221616600002"
"Algeria","2014","Ansiedade","5.05467390814"
"Algeria","2015","Esquizofrenia","0.197727657336"
"Algeria","2015","Ansiedade","5.05839777313"
"Algeria","2015","Distúrbios Alimentares","0.211434171323"
"Algeria","2015","Depressão","3.63696184324"
"Algeria","2015","Transtorno Bipolar","0.817862335809"
"Algeria","2016","Transtorno Bipolar","0.8183149937430001"
"Algeria","2016","Esquizofrenia","0.19783596504"
"Algeria","2016","Distúrbios Alimentares","0.21273495975099999"
"Algeria","2016","Depressão","3.6478167797100003"
"Algeria","2016","Ansiedade","5.06223321319"
"Algeria","2017","Transtorno Bipolar","0.818687152645"
"Algeria","2017","Distúrbios Alimentares","0.21361221608800002"
"Algeria","2017","Ansiedade","5.06587568443"
"Algeria","2017","Esquizofrenia","0.19791313991499998"
"Algeria","2017","Depressão","3.66109449605"
"American Samoa","1990","Transtorno Bipolar","0.464999471463"
"American Samoa","1990","Depressão","2.94422967514"
"American Samoa","1990","Ansiedade","3.25595530437"
"American Samoa","1990","Esquizofrenia","0.25231098784699996"
"American Samoa","1990","Distúrbios Alimentares","0.187676711771"
"American Samoa","1991","Depressão","2.94283153606"
"American Samoa","1991","Distúrbios Alimentares","0.186826192759"
"American Samoa","1991","Ansiedade","3.2593942921399996"
"American Samoa","1991","Transtorno Bipolar","0.465065330436"
"American Samoa","1991","Esquizofrenia","0.251563614511"
"American Samoa","1992","Ansiedade","3.26303119104"
"American Samoa","1992","Depressão","2.9412611438900003"
"American Samoa","1992","Distúrbios Alimentares","0.185572209355"
"American Samoa","1992","Esquizofrenia","0.250898039578"
"American Samoa","1992","Transtorno Bipolar","0.46516005879199995"
"American Samoa","1993","Transtorno Bipolar","0.46527501647499997"
"American Samoa","1993","Esquizofrenia","0.250342481677"
"American Samoa","1993","Depressão","2.94212537135"
"American Samoa","1993","Distúrbios Alimentares","0.18436856727599998"
"American Samoa","1993","Ansiedade","3.26667298367"
"American Samoa","1994","Esquizofrenia","0.24992822991199998"
"American Samoa","1994","Ansiedade","3.27021086985"
"American Samoa","1994","Depressão","2.94203128"
"American Samoa","1994","Transtorno Bipolar","0.46541109906800004"
"American Samoa","1994","Distúrbios Alimentares","0.18373030639899998"
"American Samoa","1995","Depressão","2.94275249099"
"American Samoa","1995","Esquizofrenia","0.24967792244099998"
"American Samoa","1995","Distúrbios Alimentares","0.182863963781"
"American Samoa","1995","Ansiedade","3.27322334252"
"American Samoa","1995","Transtorno Bipolar","0.46554120045899994"
"American Samoa","1996","Depressão","2.94397821792"
"American Samoa","1996","Ansiedade","3.27643131927"
"American Samoa","1996","Transtorno Bipolar","0.465734836645"
"American Samoa","1996","Distúrbios Alimentares","0.182301902524"
"American Samoa","1996","Esquizofrenia","0.24956552979000002"
"American Samoa","1997","Depressão","2.94511714053"
"American Samoa","1997","Esquizofrenia","0.249532359493"
"American Samoa","1997","Transtorno Bipolar","0.465999809431"
"American Samoa","1997","Ansiedade","3.2796083790900004"
"American Samoa","1997","Distúrbios Alimentares","0.18164386233399998"
"American Samoa","1998","Ansiedade","3.2825803187300004"
"American Samoa","1998","Distúrbios Alimentares","0.180674913334"
"American Samoa","1998","Esquizofrenia","0.249543143464"
"American Samoa","1998","Depressão","2.94490172247"
"American Samoa","1998","Transtorno Bipolar","0.466278903959"
"American Samoa","1999","Transtorno Bipolar","0.466530239402"
"American Samoa","1999","Distúrbios Alimentares","0.18064775278300002"
"American Samoa","1999","Esquizofrenia","0.24957298099300002"
"American Samoa","1999","Depressão","2.94683762245"
"American Samoa","1999","Ansiedade","3.2852719310099996"
"American Samoa","2000","Transtorno Bipolar","0.466700809302"
"American Samoa","2000","Depressão","2.94539544961"
"American Samoa","2000","Ansiedade","3.28735368955"
"American Samoa","2000","Esquizofrenia","0.249594428717"
"American Samoa","2000","Distúrbios Alimentares","0.18034997604"
"American Samoa","2001","Ansiedade","3.2892464094799996"
"American Samoa","2001","Esquizofrenia","0.249613858651"
"American Samoa","2001","Depressão","2.9457426346"
"American Samoa","2001","Distúrbios Alimentares","0.179830398621"
"American Samoa","2001","Transtorno Bipolar","0.46684324910299996"
"American Samoa","2002","Transtorno Bipolar","0.46703875056800004"
"American Samoa","2002","Depressão","2.9430153739300002"
"American Samoa","2002","Ansiedade","3.29095974428"
"American Samoa","2002","Esquizofrenia","0.249669179237"
"American Samoa","2002","Distúrbios Alimentares","0.180111399078"
"American Samoa","2003","Ansiedade","3.292663916"
"American Samoa","2003","Distúrbios Alimentares","0.179542992644"
"American Samoa","2003","Transtorno Bipolar","0.46725623310700004"
"American Samoa","2003","Depressão","2.94081565462"
"American Samoa","2003","Esquizofrenia","0.249742178265"
"American Samoa","2004","Depressão","2.93988673298"
"American Samoa","2004","Esquizofrenia","0.249800137007"
"American Samoa","2004","Ansiedade","3.2942613767999998"
"American Samoa","2004","Transtorno Bipolar","0.46744135574300005"
"American Samoa","2004","Distúrbios Alimentares","0.18019689691100002"
"American Samoa","2005","Transtorno Bipolar","0.467581306929"
"American Samoa","2005","Esquizofrenia","0.24983780021000002"
"American Samoa","2005","Depressão","2.93910965263"
"American Samoa","2005","Distúrbios Alimentares","0.180084344128"
"American Samoa","2005","Ansiedade","3.29574372588"
"American Samoa","2006","Distúrbios Alimentares","0.180214585934"
"American Samoa","2006","Esquizofrenia","0.24984432389800001"
"American Samoa","2006","Transtorno Bipolar","0.46773665693"
"American Samoa","2006","Ansiedade","3.29872199161"
"American Samoa","2006","Depressão","2.93946402658"
"American Samoa","2007","Esquizofrenia","0.24982849898700002"
"American Samoa","2007","Ansiedade","3.3032565132299996"
"American Samoa","2007","Depressão","2.93870703097"
"American Samoa","2007","Transtorno Bipolar","0.46794516976499995"
"American Samoa","2007","Distúrbios Alimentares","0.180478149999"
"American Samoa","2008","Esquizofrenia","0.24979495704799998"
"American Samoa","2008","Transtorno Bipolar","0.468167155225"
"American Samoa","2008","Depressão","2.93749057819"
"American Samoa","2008","Distúrbios Alimentares","0.18087134051599998"
"American Samoa","2008","Ansiedade","3.3082440842499996"
"American Samoa","2009","Ansiedade","3.3125841074499998"
"American Samoa","2009","Transtorno Bipolar","0.46835883207400003"
"American Samoa","2009","Depressão","2.93772670845"
"American Samoa","2009","Distúrbios Alimentares","0.180675004755"
