"COUNTRY","YEAR","DISEASE","SHARE"
"East Asia","1990","Ansiedade","3.13534419578"
"Eastern Europe","1990","Ansiedade","2.9291832735"
"Eastern Sub-Saharan Africa","1990","Ansiedade","3.58041423274"
"Ecuador","1990","Ansiedade","4.22102371019"
"Egypt","1990","Ansiedade","4.3050939789700005"
"El Salvador","1990","Ansiedade","2.84503315278"
"England","1990","Ansiedade","4.454743371839999"
"Equatorial Guinea","1990","Ansiedade","3.27284266894"
"Eritrea","1990","Ansiedade","3.58134813478"
"Estonia","1990","Ansiedade","2.9454797030699997"
"Eswatini","1990","Ansiedade","3.45788480746"
"Ethiopia","1990","Ansiedade","3.69369694994"
"Fiji","1990","Ansiedade","3.2365150390900004"
"Finland","1990","Ansiedade","3.7987308989399997"
"France","1990","Ansiedade","6.5886533974"
"Gabon","1990","Ansiedade","3.25348322801"
"Gambia","1990","Ansiedade","2.87429569491"
"Georgia","1990","Ansiedade","2.6133184041299997"
"Germany","1990","Ansiedade","6.495742026589999"
"Ghana","1990","Ansiedade","2.8914348639500003"
"Greece","1990","Ansiedade","5.70611326268"
"Greenland","1990","Ansiedade","5.61880452571"
"Grenada","1990","Ansiedade","4.55803690959"
"Guam","1990","Ansiedade","3.2624305813500003"
"Guatemala","1990","Ansiedade","2.81235933916"
"Guinea","1990","Ansiedade","2.88818787729"
"Guinea-Bissau","1990","Ansiedade","2.88649669183"
"Guyana","1990","Ansiedade","4.4906149610499995"
"Haiti","1990","Ansiedade","4.46671197561"
"High SDI","1990","Ansiedade","5.2579434314"
"High-income","1990","Ansiedade","5.57933697056"
"High-income Asia Pacific","1990","Ansiedade","3.59206811556"
"High-middle SDI","1990","Ansiedade","3.5927375823"
"Honduras","1990","Ansiedade","2.79920657388"
"Hungary","1990","Ansiedade","3.42844622103"
"Iceland","1990","Ansiedade","5.279791764910001"
"India","1990","Ansiedade","3.32384543194"
"Indonesia","1990","Ansiedade","3.2369847711400004"
"Iran","1990","Ansiedade","6.831711246989999"
"Iraq","1990","Ansiedade","4.69513303606"
"Ireland","1990","Ansiedade","5.74152772608"
"Israel","1990","Ansiedade","3.06191618304"
"Italy","1990","Ansiedade","5.72769317949"
"Jamaica","1990","Ansiedade","4.55626921703"
"Japan","1990","Ansiedade","3.5580833245"
"Jordan","1990","Ansiedade","4.8826326902599995"
"Kazakhstan","1990","Ansiedade","2.57916704517"
"Kenya","1990","Ansiedade","3.5888062925799997"
"Kiribati","1990","Ansiedade","3.23933511013"
"Kuwait","1990","Ansiedade","4.78511749126"
"Kyrgyzstan","1990","Ansiedade","2.55734959829"
"Laos","1990","Ansiedade","4.14008639595"
"Latin America and Caribbean","1990","Ansiedade","4.248789261130001"
"Latvia","1990","Ansiedade","2.93672591707"
"Lebanon","1990","Ansiedade","5.98471857933"
"Lesotho","1990","Ansiedade","3.4403838426399997"
"Liberia","1990","Ansiedade","2.86413411435"
"Libya","1990","Ansiedade","4.86016064891"
"Lithuania","1990","Ansiedade","2.91227500225"
"Low SDI","1990","Ansiedade","3.49247590067"
"Low-middle SDI","1990","Ansiedade","3.5740395438199997"
"Luxembourg","1990","Ansiedade","5.320437334"
"Madagascar","1990","Ansiedade","3.52455393309"
"Malawi","1990","Ansiedade","3.5711238971299997"
"Malaysia","1990","Ansiedade","4.20615623681"
"Maldives","1990","Ansiedade","3.15387075844"
"Mali","1990","Ansiedade","2.8791056035500002"
"Malta","1990","Ansiedade","5.32903660063"
"Marshall Islands","1990","Ansiedade","3.2047640632200003"
"Mauritania","1990","Ansiedade","2.91136728232"
"Mauritius","1990","Ansiedade","3.26362877696"
"Mexico","1990","Ansiedade","2.93558083231"
"Micronesia (country)","1990","Ansiedade","3.2017056819899996"
"Middle SDI","1990","Ansiedade","3.29295962444"
"Moldova","1990","Ansiedade","2.87608458453"
"Mongolia","1990","Ansiedade","2.51956941062"
"Montenegro","1990","Ansiedade","3.4148205603999995"
"Morocco","1990","Ansiedade","4.91250203134"
"Mozambique","1990","Ansiedade","3.57833045739"
"Myanmar","1990","Ansiedade","3.21490870316"
"Namibia","1990","Ansiedade","3.44738286414"
"Nepal","1990","Ansiedade","3.7500233225799997"
"Netherlands","1990","Ansiedade","6.60585530377"
"New Zealand","1990","Ansiedade","8.25828430889"
"Nicaragua","1990","Ansiedade","2.84843602771"
"Niger","1990","Ansiedade","2.8791065533199998"
"Nigeria","1990","Ansiedade","2.86363544468"
"North Africa and Middle East","1990","Ansiedade","4.87689131538"
"North America","1990","Ansiedade","6.47504310151"
"North Korea","1990","Ansiedade","3.28423287175"
"North Macedonia","1990","Ansiedade","3.37436131381"
"Northern Ireland","1990","Ansiedade","7.3339080901500004"
"Northern Mariana Islands","1990","Ansiedade","3.23420947865"
"Norway","1990","Ansiedade","7.663675389030001"
"Oceania","1990","Ansiedade","3.1797729323999997"
"Oman","1990","Ansiedade","4.54799141738"
"Pakistan","1990","Ansiedade","3.7295902956"
"Palestine","1990","Ansiedade","4.97156716296"
"Panama","1990","Ansiedade","2.84434746927"
"Papua New Guinea","1990","Ansiedade","3.1624132319999996"
"Paraguay","1990","Ansiedade","5.97291540536"
"Peru","1990","Ansiedade","4.21453752455"
"Philippines","1990","Ansiedade","3.2227943483000003"
"Poland","1990","Ansiedade","3.4194035393599997"
"Portugal","1990","Ansiedade","5.33011055604"
"Puerto Rico","1990","Ansiedade","4.67153749603"
"Qatar","1990","Ansiedade","4.45047405542"
"Romania","1990","Ansiedade","3.20758415406"
"Russia","1990","Ansiedade","2.93032067137"
"Rwanda","1990","Ansiedade","3.60175594369"
"Saint Lucia","1990","Ansiedade","4.59741236269"
"Saint Vincent and the Grenadines","1990","Ansiedade","4.5144652160500005"
"Samoa","1990","Ansiedade","3.21517484455"
"Sao Tome and Principe","1990","Ansiedade","2.90041765842"
"Saudi Arabia","1990","Ansiedade","4.63576450498"
"Scotland","1990","Ansiedade","4.67518621815"
"Senegal","1990","Ansiedade","2.88890648961"
"Serbia","1990","Ansiedade","3.3859010393299998"
"Seychelles","1990","Ansiedade","3.29142275336"
"Sierra Leone","1990","Ansiedade","2.8785994117400002"
"Singapore","1990","Ansiedade","3.5981276825"
"Slovakia","1990","Ansiedade","3.4232312634300004"
"Slovenia","1990","Ansiedade","3.4678810911699998"
"Solomon Islands","1990","Ansiedade","3.15008616497"
"Somalia","1990","Ansiedade","3.48171352839"
"South Africa","1990","Ansiedade","3.9518251301700005"
"South Asia","1990","Ansiedade","3.44326094808"
"South Korea","1990","Ansiedade","3.73729275747"
"South Sudan","1990","Ansiedade","3.40821121659"
"Southeast Asia","1990","Ansiedade","3.1044969811099996"
"Southeast Asia East Asia and Oceania","1990","Ansiedade","3.11641163298"
"Southern Latin America","1990","Ansiedade","6.17394878711"
"Southern Sub-Saharan Africa","1990","Ansiedade","3.75345583975"
"Spain","1990","Ansiedade","5.07123142857"
"Sri Lanka","1990","Ansiedade","3.2277244394499998"
"Sub-Saharan Africa","1990","Ansiedade","3.28012449144"
"Sudan","1990","Ansiedade","4.85394174607"
"Suriname","1990","Ansiedade","4.50047358428"
"Sweden","1990","Ansiedade","5.31452510382"
"Switzerland","1990","Ansiedade","5.3251184467099995"
"Syria","1990","Ansiedade","4.8995571279500005"
"Taiwan","1990","Ansiedade","3.376176612"
"Tajikistan","1990","Ansiedade","2.52118380831"
"Tanzania","1990","Ansiedade","3.5678038533299996"
"Thailand","1990","Ansiedade","3.2485711230399996"
"Timor","1990","Ansiedade","3.1600133273599997"
"Togo","1990","Ansiedade","2.8931967946899997"
"Tonga","1990","Ansiedade","3.26013508082"
"Trinidad and Tobago","1990","Ansiedade","4.59819862106"
"Tropical Latin America","1990","Ansiedade","5.57963395756"
"Tunisia","1990","Ansiedade","4.9428130095"
"Turkey","1990","Ansiedade","3.7425544039800003"
"Turkmenistan","1990","Ansiedade","2.55956483825"
"Uganda","1990","Ansiedade","3.41328909239"
"Ukraine","1990","Ansiedade","2.93238116574"
"United Arab Emirates","1990","Ansiedade","4.26533449135"
"United Kingdom","1990","Ansiedade","4.56968285683"
"United States","1990","Ansiedade","6.57688398803"
"United States Virgin Islands","1990","Ansiedade","4.6813867687"
"Uruguay","1990","Ansiedade","6.22962469006"
"Uzbekistan","1990","Ansiedade","2.5333863219"
"Vanuatu","1990","Ansiedade","3.15895535437"
"Venezuela","1990","Ansiedade","2.84742007911"
"Vietnam","1990","Ansiedade","2.03684215978"
"Wales","1990","Ansiedade","4.72488773917"
"Western Europe","1990","Ansiedade","5.70825329872"
"Western Sub-Saharan Africa","1990","Ansiedade","2.8745568404"
"World","1990","Ansiedade","3.77465301338"
"Yemen","1990","Ansiedade","4.8336700172"
"Zambia","1990","Ansiedade","3.5438830129000003"
"Zimbabwe","1990","Ansiedade","3.07826124982"
"Afghanistan","1991","Ansiedade","4.82974037241"
"Albania","1991","Ansiedade","3.33034803136"
"Algeria","1991","Ansiedade","4.97725978914"
"American Samoa","1991","Ansiedade","3.2593942921399996"
"Andean Latin America","1991","Ansiedade","4.220260892980001"
"Andorra","1991","Ansiedade","5.23820669952"
"Angola","1991","Ansiedade","3.21063046695"
"Antigua and Barbuda","1991","Ansiedade","4.5891223522"
"Argentina","1991","Ansiedade","6.17447133112"
"Armenia","1991","Ansiedade","2.57941418"
"Australasia","1991","Ansiedade","6.81468858956"
"Australia","1991","Ansiedade","6.5199682782199995"
"Austria","1991","Ansiedade","5.356666296789999"
"Azerbaijan","1991","Ansiedade","2.57570355662"
"Bahamas","1991","Ansiedade","4.63964845732"
"Bahrain","1991","Ansiedade","4.6793700213000005"
"Bangladesh","1991","Ansiedade","4.15054779938"
"Barbados","1991","Ansiedade","4.6632951751"
"Belarus","1991","Ansiedade","2.9277600669500004"
"Belgium","1991","Ansiedade","5.22684347845"
"Belize","1991","Ansiedade","4.49437534519"
"Benin","1991","Ansiedade","2.89547996539"
"Bermuda","1991","Ansiedade","4.66481257037"
"Bhutan","1991","Ansiedade","3.7345761277399996"
"Bolivia","1991","Ansiedade","4.227778960829999"
"Bosnia and Herzegovina","1991","Ansiedade","3.3608359097899996"
"Botswana","1991","Ansiedade","3.46818744187"
"Brazil","1991","Ansiedade","5.56385700393"
"Brunei","1991","Ansiedade","3.55456513729"
"Bulgaria","1991","Ansiedade","3.5673682394"
"Burkina Faso","1991","Ansiedade","2.89199806226"
"Burundi","1991","Ansiedade","3.6194940816"
"Cambodia","1991","Ansiedade","3.28480888993"
"Cameroon","1991","Ansiedade","2.88451012204"
"Canada","1991","Ansiedade","5.54082403635"
"Cape Verde","1991","Ansiedade","2.9688797505699998"
"Caribbean","1991","Ansiedade","4.55601310459"
"Central African Republic","1991","Ansiedade","3.2352219029900002"
"Central Asia","1991","Ansiedade","2.5570917861"
"Central Europe","1991","Ansiedade","3.38680675366"
"Central Europe Eastern Europe and Central Asia","1991","Ansiedade","3.00395775728"
"Central Latin America","1991","Ansiedade","2.84422378125"
"Central Sub-Saharan Africa","1991","Ansiedade","3.2358341833099997"
"Chad","1991","Ansiedade","2.89787913526"
"Chile","1991","Ansiedade","6.1932980424999995"
"China","1991","Ansiedade","3.13228558284"
"Colombia","1991","Ansiedade","2.61835575192"
"Comoros","1991","Ansiedade","3.58540156042"
"Congo","1991","Ansiedade","3.26075552359"
"Costa Rica","1991","Ansiedade","2.86290887537"
"Cote d'Ivoire","1991","Ansiedade","2.85787154126"
"Croatia","1991","Ansiedade","3.44008669491"
"Cuba","1991","Ansiedade","4.61267565475"
"Cyprus","1991","Ansiedade","5.26629789321"
"Czechia","1991","Ansiedade","3.44148929525"
"Democratic Republic of Congo","1991","Ansiedade","3.2395804859400004"
"Denmark","1991","Ansiedade","5.31009433279"
"Djibouti","1991","Ansiedade","3.49871654041"
"Dominica","1991","Ansiedade","4.56326100093"
"Dominican Republic","1991","Ansiedade","4.54314521008"
"East Asia","1991","Ansiedade","3.13908331977"
"Eastern Europe","1991","Ansiedade","2.93170921249"
"Eastern Sub-Saharan Africa","1991","Ansiedade","3.5831291682599997"
"Ecuador","1991","Ansiedade","4.22290054341"
"Egypt","1991","Ansiedade","4.3081776707"
"El Salvador","1991","Ansiedade","2.84975835827"
"England","1991","Ansiedade","4.46319784912"
"Equatorial Guinea","1991","Ansiedade","3.275873752"
"Eritrea","1991","Ansiedade","3.5970550196999995"
"Estonia","1991","Ansiedade","2.9467700262000003"
"Eswatini","1991","Ansiedade","3.4599610620399996"
"Ethiopia","1991","Ansiedade","3.6867827063"
"Fiji","1991","Ansiedade","3.24049309204"
"Finland","1991","Ansiedade","3.7732758829599997"
"France","1991","Ansiedade","6.600835862449999"
"Gabon","1991","Ansiedade","3.25565461689"
"Gambia","1991","Ansiedade","2.87359903211"
"Georgia","1991","Ansiedade","2.61126390792"
"Germany","1991","Ansiedade","6.581742243410001"
"Ghana","1991","Ansiedade","2.88947650878"
"Greece","1991","Ansiedade","5.71238997168"
"Greenland","1991","Ansiedade","5.6281903783"
"Grenada","1991","Ansiedade","4.56044454433"
"Guam","1991","Ansiedade","3.26648384447"
"Guatemala","1991","Ansiedade","2.81666567803"
"Guinea","1991","Ansiedade","2.8867079357"
"Guinea-Bissau","1991","Ansiedade","2.8865925035399997"
"Guyana","1991","Ansiedade","4.49398203044"
"Haiti","1991","Ansiedade","4.46916912195"
"High SDI","1991","Ansiedade","5.26228164576"
"High-income","1991","Ansiedade","5.58511084585"
"High-income Asia Pacific","1991","Ansiedade","3.59567332304"
"High-middle SDI","1991","Ansiedade","3.59875346271"
"Honduras","1991","Ansiedade","2.80079686817"
"Hungary","1991","Ansiedade","3.4317569611999996"
"Iceland","1991","Ansiedade","5.28173050148"
"India","1991","Ansiedade","3.32182036244"
"Indonesia","1991","Ansiedade","3.2352390114"
"Iran","1991","Ansiedade","6.82580374108"
"Iraq","1991","Ansiedade","4.69421380028"
"Ireland","1991","Ansiedade","5.74662997503"
"Israel","1991","Ansiedade","3.06557115599"
"Italy","1991","Ansiedade","5.69131231459"
"Jamaica","1991","Ansiedade","4.5583679768500005"
"Japan","1991","Ansiedade","3.5596108967099997"
"Jordan","1991","Ansiedade","4.88446220722"
"Kazakhstan","1991","Ansiedade","2.57896330822"
"Kenya","1991","Ansiedade","3.59139170216"
"Kiribati","1991","Ansiedade","3.24152452462"
"Kuwait","1991","Ansiedade","4.78092458687"
"Kyrgyzstan","1991","Ansiedade","2.55573045466"
"Laos","1991","Ansiedade","4.13518788975"
"Latin America and Caribbean","1991","Ansiedade","4.2457621772"
"Latvia","1991","Ansiedade","2.93719824873"
"Lebanon","1991","Ansiedade","5.9884471252500004"
"Lesotho","1991","Ansiedade","3.4411733111"
"Liberia","1991","Ansiedade","2.86381925879"
"Libya","1991","Ansiedade","4.87679615971"
"Lithuania","1991","Ansiedade","2.91264323063"
"Low SDI","1991","Ansiedade","3.4909646973000004"
"Low-middle SDI","1991","Ansiedade","3.5747446784799997"
"Luxembourg","1991","Ansiedade","5.32091541099"
"Madagascar","1991","Ansiedade","3.5302546810299997"
"Malawi","1991","Ansiedade","3.57234882309"
"Malaysia","1991","Ansiedade","4.20356573792"
"Maldives","1991","Ansiedade","3.15825018878"
"Mali","1991","Ansiedade","2.87678338988"
"Malta","1991","Ansiedade","5.330241078499999"
"Marshall Islands","1991","Ansiedade","3.20802307924"
"Mauritania","1991","Ansiedade","2.91232013116"
"Mauritius","1991","Ansiedade","3.26349298358"
"Mexico","1991","Ansiedade","2.93910085495"
"Micronesia (country)","1991","Ansiedade","3.2070484921099998"
"Middle SDI","1991","Ansiedade","3.29441183435"
"Moldova","1991","Ansiedade","2.87712791506"
"Mongolia","1991","Ansiedade","2.52016741657"
"Montenegro","1991","Ansiedade","3.41358030491"
"Morocco","1991","Ansiedade","4.91573273146"
"Mozambique","1991","Ansiedade","3.58505607183"
"Myanmar","1991","Ansiedade","3.2164245912599996"
"Namibia","1991","Ansiedade","3.4510705960999997"
"Nepal","1991","Ansiedade","3.75218566185"
"Netherlands","1991","Ansiedade","6.793334293430001"
"New Zealand","1991","Ansiedade","8.29088771474"
"Nicaragua","1991","Ansiedade","2.84816151697"
"Niger","1991","Ansiedade","2.87781804346"
"Nigeria","1991","Ansiedade","2.86169855654"
"North Africa and Middle East","1991","Ansiedade","4.8745001532000005"
"North America","1991","Ansiedade","6.453586086840001"
"North Korea","1991","Ansiedade","3.290303188"
"North Macedonia","1991","Ansiedade","3.37458340331"
"Northern Ireland","1991","Ansiedade","7.33865626405"
"Northern Mariana Islands","1991","Ansiedade","3.24551560781"
"Norway","1991","Ansiedade","7.66809298663"
"Oceania","1991","Ansiedade","3.18263515904"
"Oman","1991","Ansiedade","4.54664042252"
"Pakistan","1991","Ansiedade","3.73131628079"
"Palestine","1991","Ansiedade","4.971196337"
"Panama","1991","Ansiedade","2.8450231903"
"Papua New Guinea","1991","Ansiedade","3.16500066556"
"Paraguay","1991","Ansiedade","5.97537287103"
"Peru","1991","Ansiedade","4.2169498897"
"Philippines","1991","Ansiedade","3.2207167687099996"
"Poland","1991","Ansiedade","3.4209085476600003"
"Portugal","1991","Ansiedade","5.33557553252"
"Puerto Rico","1991","Ansiedade","4.6815195538"
"Qatar","1991","Ansiedade","4.45665482045"
"Romania","1991","Ansiedade","3.2067464160000005"
"Russia","1991","Ansiedade","2.93280351076"
"Rwanda","1991","Ansiedade","3.6046960039299996"
"Saint Lucia","1991","Ansiedade","4.59951688303"
"Saint Vincent and the Grenadines","1991","Ansiedade","4.51199150856"
"Samoa","1991","Ansiedade","3.2191637383200002"
"Sao Tome and Principe","1991","Ansiedade","2.8987658654499997"
"Saudi Arabia","1991","Ansiedade","4.63916678566"
"Scotland","1991","Ansiedade","4.684643857419999"
"Senegal","1991","Ansiedade","2.88785676085"
"Serbia","1991","Ansiedade","3.38743490564"
"Seychelles","1991","Ansiedade","3.2928919226"
"Sierra Leone","1991","Ansiedade","2.8801007969400003"
"Singapore","1991","Ansiedade","3.6019584197300003"
"Slovakia","1991","Ansiedade","3.42500227908"
"Slovenia","1991","Ansiedade","3.46824871306"
"Solomon Islands","1991","Ansiedade","3.15388096105"
"Somalia","1991","Ansiedade","3.4894868902500003"
"South Africa","1991","Ansiedade","3.9517846039999998"
"South Asia","1991","Ansiedade","3.4408335776300003"
"South Korea","1991","Ansiedade","3.74304587521"
"South Sudan","1991","Ansiedade","3.41183356053"
"Southeast Asia","1991","Ansiedade","3.10407080835"
"Southeast Asia East Asia and Oceania","1991","Ansiedade","3.11813653945"
"Southern Latin America","1991","Ansiedade","6.18150431765"
"Southern Sub-Saharan Africa","1991","Ansiedade","3.75399844252"
"Spain","1991","Ansiedade","5.07764198144"
"Sri Lanka","1991","Ansiedade","3.23258354159"
"Sub-Saharan Africa","1991","Ansiedade","3.28046782996"
"Sudan","1991","Ansiedade","4.8510277447400005"
"Suriname","1991","Ansiedade","4.5015373333"
"Sweden","1991","Ansiedade","5.317655837069999"
"Switzerland","1991","Ansiedade","5.3270334142"
"Syria","1991","Ansiedade","4.90263496525"
"Taiwan","1991","Ansiedade","3.3805254970800003"
"Tajikistan","1991","Ansiedade","2.51879171114"
"Tanzania","1991","Ansiedade","3.57204359226"
"Thailand","1991","Ansiedade","3.2505776313699997"
"Timor","1991","Ansiedade","3.1608626220300002"
"Togo","1991","Ansiedade","2.89200721901"
"Tonga","1991","Ansiedade","3.2639472373299996"
"Trinidad and Tobago","1991","Ansiedade","4.60076499728"
"Tropical Latin America","1991","Ansiedade","5.57382809209"
"Tunisia","1991","Ansiedade","4.94822368553"
"Turkey","1991","Ansiedade","3.71836735208"
"Turkmenistan","1991","Ansiedade","2.5591333232399998"
"Uganda","1991","Ansiedade","3.42463656126"
"Ukraine","1991","Ansiedade","2.93578408319"
"United Arab Emirates","1991","Ansiedade","4.26696275665"
"United Kingdom","1991","Ansiedade","4.578462984130001"
"United States","1991","Ansiedade","6.55335136759"
"United States Virgin Islands","1991","Ansiedade","4.68590667483"
"Uruguay","1991","Ansiedade","6.2330471858"
"Uzbekistan","1991","Ansiedade","2.5328684707"
"Vanuatu","1991","Ansiedade","3.16497662578"
"Venezuela","1991","Ansiedade","2.85305939229"
"Vietnam","1991","Ansiedade","2.03596012175"
"Wales","1991","Ansiedade","4.7285346293199995"
"Western Europe","1991","Ansiedade","5.73252450437"
"Western Sub-Saharan Africa","1991","Ansiedade","2.87296232877"
"World","1991","Ansiedade","3.7727598637099997"
"Yemen","1991","Ansiedade","4.83202879463"
"Zambia","1991","Ansiedade","3.54771959973"
"Zimbabwe","1991","Ansiedade","3.0819058794300003"
"Afghanistan","1992","Ansiedade","4.83110836569"
"Albania","1992","Ansiedade","3.3334378866199996"
"Algeria","1992","Ansiedade","4.9780744258"
"American Samoa","1992","Ansiedade","3.26303119104"
"Andean Latin America","1992","Ansiedade","4.2225865298"
"Andorra","1992","Ansiedade","5.242052572"
"Angola","1992","Ansiedade","3.2131495816199998"
"Antigua and Barbuda","1992","Ansiedade","4.59568281309"
"Argentina","1992","Ansiedade","6.18270741919"
"Armenia","1992","Ansiedade","2.5804166179"
"Australasia","1992","Ansiedade","6.81647099247"
"Australia","1992","Ansiedade","6.51366330752"
"Austria","1992","Ansiedade","5.35639294855"
"Azerbaijan","1992","Ansiedade","2.5737811447800003"
"Bahamas","1992","Ansiedade","4.63985333815"
"Bahrain","1992","Ansiedade","4.68850736897"
"Bangladesh","1992","Ansiedade","4.14138106282"
"Barbados","1992","Ansiedade","4.66438288201"
"Belarus","1992","Ansiedade","2.92773052012"
"Belgium","1992","Ansiedade","5.22915791772"
"Belize","1992","Ansiedade","4.499428132709999"
"Benin","1992","Ansiedade","2.89409128299"
"Bermuda","1992","Ansiedade","4.66794600311"
"Bhutan","1992","Ansiedade","3.73462447427"
"Bolivia","1992","Ansiedade","4.2314565890699996"
"Bosnia and Herzegovina","1992","Ansiedade","3.35962650278"
"Botswana","1992","Ansiedade","3.47049129216"
"Brazil","1992","Ansiedade","5.5634953848199995"
"Brunei","1992","Ansiedade","3.56162062727"
"Bulgaria","1992","Ansiedade","3.57001817761"
"Burkina Faso","1992","Ansiedade","2.89038221232"
"Burundi","1992","Ansiedade","3.62207480811"
"Cambodia","1992","Ansiedade","3.2845161379600003"
"Cameroon","1992","Ansiedade","2.88371030192"
"Canada","1992","Ansiedade","5.5433986696"
"Cape Verde","1992","Ansiedade","2.9679875292099998"
"Caribbean","1992","Ansiedade","4.559185429289999"
"Central African Republic","1992","Ansiedade","3.2364965578800002"
"Central Asia","1992","Ansiedade","2.55623946685"
"Central Europe","1992","Ansiedade","3.3878107091200005"
"Central Europe Eastern Europe and Central Asia","1992","Ansiedade","3.0040655244"
"Central Latin America","1992","Ansiedade","2.84716074374"
"Central Sub-Saharan Africa","1992","Ansiedade","3.23749818151"
"Chad","1992","Ansiedade","2.89734981121"
"Chile","1992","Ansiedade","6.19726061457"
"China","1992","Ansiedade","3.1373121350399997"
"Colombia","1992","Ansiedade","2.61985162845"
"Comoros","1992","Ansiedade","3.5928591631599995"
"Congo","1992","Ansiedade","3.2619650514000003"
"Costa Rica","1992","Ansiedade","2.86488340613"
"Cote d'Ivoire","1992","Ansiedade","2.8571756084"
"Croatia","1992","Ansiedade","3.44069518526"
"Cuba","1992","Ansiedade","4.6144025564"
"Cyprus","1992","Ansiedade","5.26624616721"
"Czechia","1992","Ansiedade","3.4430219772400004"
"Democratic Republic of Congo","1992","Ansiedade","3.24105563981"
"Denmark","1992","Ansiedade","5.3105438299"
"Djibouti","1992","Ansiedade","3.5021403072800004"
"Dominica","1992","Ansiedade","4.561703490139999"
"Dominican Republic","1992","Ansiedade","4.5506025782799995"
"East Asia","1992","Ansiedade","3.14411188164"
"Eastern Europe","1992","Ansiedade","2.93355051889"
"Eastern Sub-Saharan Africa","1992","Ansiedade","3.58451162387"
"Ecuador","1992","Ansiedade","4.22458217331"
"Egypt","1992","Ansiedade","4.309922251130001"
"El Salvador","1992","Ansiedade","2.85448377728"
"England","1992","Ansiedade","4.47138134464"
"Equatorial Guinea","1992","Ansiedade","3.27896393911"
"Eritrea","1992","Ansiedade","3.6081957345799998"
"Estonia","1992","Ansiedade","2.94836246007"
"Eswatini","1992","Ansiedade","3.46193891662"
"Ethiopia","1992","Ansiedade","3.68033350297"
"Fiji","1992","Ansiedade","3.24380590271"
"Finland","1992","Ansiedade","3.75024116105"
"France","1992","Ansiedade","6.61487533859"
"Gabon","1992","Ansiedade","3.2579520162"
"Gambia","1992","Ansiedade","2.87326240079"
"Georgia","1992","Ansiedade","2.60967228848"
"Germany","1992","Ansiedade","6.6589890513"
"Ghana","1992","Ansiedade","2.8879858832200003"
"Greece","1992","Ansiedade","5.717835694630001"
